DRG Definition,Provider ID,Provider Name,Provider City,Provider State,Provider Zip Code,Hospital Ownership,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,region cat,region cat num,income cat,income cat num,Median Home Value,median Household Income,Population,Population Density,Major City,State_y,Mortality national comparison_y,Safety of care national comparison_y,Readmission national comparison_y,Patient experience national comparison_y,Effectiveness of care national comparison_y,Timeliness of care national comparison_y,Efficient use of medical imaging national comparison_y,Hospital overall rating,Mortality national comparison_x,Safety of care national comparison_x,Readmission national comparison_x,Patient experience national comparison_x,Effectiveness of care national comparison_x,Timeliness of care national comparison_x,Efficient use of medical imaging national comparison_x,Hospital Type,Hospital Referral Region (HRR) Description,Hospital Name
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50026,GROSSMONT HOSPITAL,LA MESA,CA,91942,Government - Hospital District or Authority,302,96550.57,17294.15,14616.46,suburban,2.0,middle income,2.0,344600.0,51694.0,38069.0,6524.0,La Mesa,CA,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,GROSSMONT HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50696,KECK HOSPITAL OF USC,LOS ANGELES,CA,90033,Voluntary non-profit - Other,302,96482.54,19783.39,15199.92,suburban,2.0,low income,1.0,291100.0,28005.0,48852.0,14954.0,Los Angeles,CA,2.0,3.0,1.0,2.0,2.0,,1.0,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Not Available,Below the national average,Acute Care Hospitals,CA - Los Angeles,KECK HOSPITAL OF USC
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50502,SAINT VINCENT MEDICAL CENTER,LOS ANGELES,CA,90057,Voluntary non-profit - Church,286,95785.87,18604.87,15434.83,suburban,2.0,low income,1.0,282600.0,28035.0,44998.0,50810.0,Los Angeles,CA,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,SAINT VINCENT MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50624,HENRY MAYO NEWHALL  HOSPITAL,VALENCIA,CA,91355,Voluntary non-profit - Private,74,95548.12,15426.15,13483.92,suburban,2.0,middle income,2.0,420700.0,88415.0,32605.0,2107.0,Valencia,CA,3.0,2.0,1.0,1.0,2.0,1.0,3.0,4,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Los Angeles,HENRY MAYO NEWHALL  HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50127,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,95695,Voluntary non-profit - Other,77,95372.34,19257.83,16783.75,rural,1.0,middle income,2.0,276500.0,51158.0,37946.0,267.0,Woodland,CA,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,WOODLAND MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50567,MISSION HOSPITAL REGIONAL MED CENTER,MISSION VIEJO,CA,92691,Voluntary non-profit - Private,309,95322.92,15045.19,12518.83,suburban,2.0,middle income,2.0,523100.0,92710.0,47582.0,5404.0,Mission Viejo,CA,3.0,3.0,3.0,2.0,2.0,1.0,2.0,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,MISSION HOSPITAL REGIONAL MED CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50017,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,95819,Voluntary non-profit - Church,137,95162.17,20239.88,17091.14,suburban,2.0,middle income,2.0,394600.0,81076.0,17141.0,5067.0,Sacramento,CA,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,MERCY GENERAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,ORANGE,CA,92868,Government - Local,58,95090.67,23906.53,20556.6,suburban,2.0,middle income,2.0,358100.0,69780.0,25404.0,7857.0,Orange,CA,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - Orange County,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,95023,Government - Hospital District or Authority,35,94820.51,21835.51,20553.29,rural,1.0,middle income,2.0,338300.0,67481.0,48841.0,118.0,Hollister,CA,2.0,2.0,1.0,1.0,1.0,2.0,,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Not Available,Acute Care Hospitals,CA - San Jose,HAZEL HAWKINS MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50301,ADVENTIST HEALTH UKIAH VALLEY,UKIAH,CA,95482,Voluntary non-profit - Church,70,94314.5,16244.44,14974.04,rural,1.0,middle income,2.0,288600.0,47698.0,31808.0,102.0,Ukiah,CA,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Napa,ADVENTIST HEALTH UKIAH VALLEY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50042,ST ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,CA,96080,Voluntary non-profit - Church,56,93954.43,18595.2,17333.7,rural,1.0,low income,1.0,182600.0,39934.0,28764.0,47.0,Red Bluff,CA,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Chico,ST ELIZABETH COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,MURRIETA,CA,92563,Voluntary non-profit - Private,83,93781.04,15007.73,12374.12,suburban,2.0,middle income,2.0,269700.0,78880.0,53892.0,2650.0,Murrieta,CA,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50773,SAN LEANDRO HOSPITAL,SAN LEANDRO,CA,94578,Government - Hospital District or Authority,21,93016.48,20154.95,16406.76,suburban,2.0,middle income,2.0,332200.0,51518.0,38558.0,8755.0,San Leandro,CA,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,SAN LEANDRO HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50236,ADVENTIST HEALTH SIMI VALLEY,SIMI VALLEY,CA,93065,Voluntary non-profit - Church,31,92526.77,15053.55,13600.84,suburban,2.0,middle income,2.0,442800.0,91686.0,72508.0,2291.0,Simi Valley,CA,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Ventura,ADVENTIST HEALTH SIMI VALLEY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50043,ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,CA,94609,Voluntary non-profit - Private,169,92387.81,20672.72,17867.25,suburban,2.0,middle income,2.0,457000.0,52400.0,20596.0,12057.0,Oakland,CA,3.0,1.0,3.0,1.0,2.0,1.0,2.0,4,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,ALTA BATES SUMMIT MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50090,SONOMA VALLEY HOSPITAL,SONOMA,CA,95476,Government - Hospital District or Authority,44,91978.27,18675.25,17397.43,rural,1.0,middle income,2.0,494800.0,58785.0,35394.0,316.0,Sonoma,CA,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Santa Rosa,SONOMA VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,CA,92118,Proprietary,190,91773.12,20269.28,15139.2,suburban,2.0,middle income,2.0,1000001.0,91103.0,23575.0,3042.0,Coronado,CA,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,SHARP CORONADO HOSPITAL AND HLTHCR CTR
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50152,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,94109,Voluntary non-profit - Private,184,90916.89,21208.1,19848.89,urban,3.0,middle income,2.0,723200.0,60722.0,55984.0,47129.0,San Francisco,CA,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Francisco,SAINT FRANCIS MEMORIAL HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50295,MERCY HOSPITAL,BAKERSFIELD,CA,93301,Voluntary non-profit - Other,138,90826.53,16192.23,14554.54,suburban,2.0,low income,1.0,154700.0,31721.0,12248.0,2929.0,Bakersfield,CA,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Bakersfield,MERCY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,BERKELEY,CA,94705,Voluntary non-profit - Private,191,90495.66,22930.19,18682.95,suburban,2.0,middle income,2.0,959300.0,94750.0,12762.0,3862.0,Berkeley,CA,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Alameda County,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50757,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,CA,92120,Proprietary,49,90287.31,18049.22,12429.37,suburban,2.0,middle income,2.0,455800.0,81000.0,26317.0,3954.0,San Diego,CA,3.0,3.0,3.0,1.0,2.0,3.0,2.0,5,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,ALVARADO HOSPITAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,90015,Voluntary non-profit - Other,13,89963.85,24932.54,23533.62,suburban,2.0,low income,1.0,429100.0,27393.0,18986.0,11100.0,Los Angeles,CA,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,CALIFORNIA HOSPITAL MEDICAL CENTER LA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50557,MEMORIAL MEDICAL CENTER,MODESTO,CA,95355,Voluntary non-profit - Private,169,89474.12,17090.69,14329.46,urban,3.0,middle income,2.0,195400.0,55049.0,58311.0,6145.0,Modesto,CA,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Modesto,MEMORIAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,90027,Proprietary,52,89016.69,19648.19,18430.0,suburban,2.0,middle income,2.0,793200.0,47993.0,45151.0,5464.0,Los Angeles,CA,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,92354,Voluntary non-profit - Private,120,89014.16,23773.93,21418.08,suburban,2.0,middle income,2.0,282300.0,58700.0,21559.0,4417.0,Loma Linda,CA,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,CA - San Bernardino,LOMA LINDA UNIVERSITY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50131,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,94945,Voluntary non-profit - Other,132,88505.47,19208.08,16553.54,rural,1.0,middle income,2.0,619200.0,83026.0,17167.0,660.0,Novato,CA,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Francisco,NOVATO COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50709,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,92395,Proprietary,25,88501.72,16077.2,14636.36,suburban,2.0,low income,1.0,139000.0,38084.0,42400.0,2479.0,Victorville,CA,3.0,2.0,1.0,1.0,2.0,1.0,,3,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Bernardino,DESERT VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50745,CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,CA,92869,Proprietary,40,88011.78,16654.12,13720.65,suburban,2.0,middle income,2.0,556700.0,91755.0,37184.0,4001.0,Orange,CA,,3.0,2.0,1.0,2.0,2.0,,2,Not Available,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Not Available,Acute Care Hospitals,CA - Orange County,CHAPMAN GLOBAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,CA,90503,Voluntary non-profit - Church,156,87750.17,16268.08,13453.28,suburban,2.0,middle income,2.0,628700.0,76082.0,44383.0,8379.0,Torrance,CA,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50056,ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,93534,Government - Hospital District or Authority,35,87258.77,17251.23,15385.46,suburban,2.0,low income,1.0,131800.0,35892.0,39341.0,2215.0,Lancaster,CA,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Los Angeles,ANTELOPE VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50007,MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,CA,94010,Voluntary non-profit - Private,178,86751.71,19981.7,17258.71,suburban,2.0,middle income,2.0,1000001.0,109775.0,40737.0,3442.0,Burlingame,CA,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - San Mateo County,MILLS-PENINSULA MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50128,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,92056,Government - Hospital District or Authority,151,86737.3,16147.65,14473.42,urban,3.0,middle income,2.0,353100.0,64033.0,51835.0,4176.0,Oceanside,CA,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Diego,TRI-CITY MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,91204,Voluntary non-profit - Private,81,86672.59,18548.15,17286.77,suburban,2.0,low income,1.0,386100.0,37634.0,16032.0,14263.0,Glendale,CA,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,GLENDALE MEM HOSPITAL & HLTH CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50313,SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,95376,Voluntary non-profit - Private,40,86534.78,19433.52,14907.95,suburban,2.0,middle income,2.0,225400.0,63374.0,49859.0,6530.0,Tracy,CA,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Acute Care Hospitals,CA - Stockton,SUTTER TRACY COMMUNITY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50069,ST JOSEPH HOSPITAL,ORANGE,CA,92868,Voluntary non-profit - Church,142,86491.18,18125.85,11594.46,suburban,2.0,middle income,2.0,358100.0,69780.0,25404.0,7857.0,Orange,CA,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3,Below the national average,Above the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,ST JOSEPH HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50590,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,CA,95823,Voluntary non-profit - Other,276,86467.03,20132.02,18219.08,urban,3.0,low income,1.0,144100.0,37931.0,73985.0,6268.0,Sacramento,CA,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,METHODIST HOSPITAL OF SACRAMENTO
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50537,SUTTER DAVIS HOSPITAL,DAVIS,CA,95616,Voluntary non-profit - Private,73,86274.92,18450.23,16290.21,suburban,2.0,low income,1.0,538200.0,44741.0,47032.0,1707.0,Davis,CA,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,SUTTER DAVIS HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,95642,Voluntary non-profit - Private,49,85356.27,18360.35,17182.63,rural,1.0,low income,1.0,299100.0,44811.0,7164.0,108.0,Jackson,CA,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Acute Care Hospitals,CA - Sacramento,SUTTER AMADOR HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50108,"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,CA,95816,Voluntary non-profit - Private,416,85271.05,21135.03,18498.19,suburban,2.0,middle income,2.0,427800.0,49953.0,15579.0,7611.0,Sacramento,CA,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Sacramento,"SUTTER MEDICAL CENTER, SACRAMENTO"
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50280,MERCY MEDICAL CENTER REDDING,REDDING,CA,96001,Voluntary non-profit - Private,431,84748.22,18199.22,16031.82,rural,1.0,middle income,2.0,250700.0,47988.0,33865.0,385.0,Redding,CA,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Acute Care Hospitals,CA - Redding,MERCY MEDICAL CENTER REDDING
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50589,PLACENTIA LINDA HOSPITAL,PLACENTIA,CA,92870,Proprietary,43,83168.63,15505.58,12902.44,urban,3.0,middle income,2.0,493000.0,78730.0,52033.0,7661.0,Placentia,CA,2.0,3.0,2.0,1.0,2.0,3.0,,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Not Available,Acute Care Hospitals,CA - Orange County,PLACENTIA LINDA HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50329,CORONA REGIONAL MEDICAL CENTER,CORONA,CA,92882,Proprietary,13,83004.0,16313.0,13752.31,suburban,2.0,middle income,2.0,328000.0,71402.0,67917.0,2638.0,Corona,CA,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Orange County,CORONA REGIONAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50039,ENLOE MEDICAL CENTER,CHICO,CA,95926,Voluntary non-profit - Private,386,82563.56,14787.27,13261.26,suburban,2.0,low income,1.0,270100.0,39216.0,37725.0,4931.0,Chico,CA,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Acute Care Hospitals,CA - Chico,ENLOE MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,VENTURA,CA,93003,Voluntary non-profit - Private,197,82419.04,17884.83,14389.03,suburban,2.0,middle income,2.0,433300.0,67860.0,50474.0,2453.0,Ventura,CA,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Ventura,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50417,SUTTER COAST HOSPITAL,CRESCENT CITY,CA,95531,Government - Hospital District or Authority,11,82409.09,23841.09,18231.64,rural,1.0,low income,1.0,199700.0,39486.0,24528.0,126.0,Crescent City,CA,2.0,,3.0,1.0,2.0,1.0,1.0,3,Same as the national average,Not Available,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Acute Care Hospitals,OR - Medford,SUTTER COAST HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,CA,92503,Voluntary non-profit - Private,101,81821.85,17698.35,15924.64,suburban,2.0,middle income,2.0,222500.0,56373.0,84519.0,2830.0,Riverside,CA,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - San Bernardino,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50024,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,91950,Proprietary,26,81801.12,17699.92,16081.77,urban,3.0,low income,1.0,263500.0,37987.0,60322.0,7938.0,National City,CA,2.0,3.0,1.0,1.0,2.0,1.0,,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - San Diego,PARADISE VALLEY HOSPITAL
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50393,PIH HOSPITAL - DOWNEY,DOWNEY,CA,90241,Voluntary non-profit - Private,49,81726.9,16774.98,13598.37,suburban,2.0,middle income,2.0,439600.0,56479.0,42399.0,8607.0,Downey,CA,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Acute Care Hospitals,CA - Los Angeles,PIH HOSPITAL - DOWNEY
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,50704,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,CA,91402,Voluntary non-profit - Private,41,81644.37,17494.44,16277.46,urban,3.0,low income,1.0,279100.0,40186.0,69817.0,18733.0,Panorama City,CA,3.0,3.0,1.0,1.0,2.0,1.0,,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Not Available,Acute Care Hospitals,CA - Los Angeles,MISSION COMMUNITY HOSPITAL
