,Unnamed: 0,DRG,Provider Id,Name,Provider Street Address,City_x,State_x,Zip Code,Region,Discharges,List Price,Average Total,Average Medicare,Latitude,Longitude,Per Capita Income,Poverty Rate,Median Age,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City_y,State_y,Score Percentile,Rank Percentile
997,9067,638 - DIABETES W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,28,42428.64,12535.11,10231.43,42.9538,-75.5268,32382,14.90210962,38.1,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,11201,1.2,5,3,91,Star Ratings,BROOKLYN,NY,0.24,0.032967033
998,9068,638 - DIABETES W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,12208,NY - Albany,39,24367.31,5453.54,4577.13,42.9538,-75.5268,32382,14.90210962,38.1,ST PETER'S HOSPITAL,12208,2.9,5,41,91,Star Ratings,ALBANY,NY,0.58,0.450549451
999,9069,638 - DIABETES W CC,330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA,NY,14456,NY - Rochester,13,19456.62,5044.0,3669.77,42.9538,-75.5268,32382,14.90210962,38.1,GENEVA GENERAL HOSPITAL,14456,2.8,5,38,91,Star Ratings,GENEVA,NY,0.56,0.41758241799999996
1000,9070,638 - DIABETES W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,10467,NY - Bronx,146,46883.77,13118.63,10127.9,42.9538,-75.5268,32382,14.90210962,38.1,MONTEFIORE MEDICAL CENTER,10467,2.6,5,34,91,Star Ratings,BRONX,NY,0.52,0.373626374
1001,9071,638 - DIABETES W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,10708,NY - White Plains,19,36568.16,6443.95,5546.47,42.9538,-75.5268,32382,14.90210962,38.1,LAWRENCE HOSPITAL CENTER,10708,2.3,5,26,91,Star Ratings,BRONXVILLE,NY,0.46,0.28571428600000004
1002,9072,638 - DIABETES W CC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,14214,NY - Buffalo,42,20045.62,6922.48,5643.81,42.9538,-75.5268,32382,14.90210962,38.1,SISTERS OF CHARITY HOSPITAL,14214,2.8,5,38,91,Star Ratings,BUFFALO,NY,0.56,0.41758241799999996
1003,9073,638 - DIABETES W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,NY - Bronx,17,19749.35,18466.71,17376.88,42.9538,-75.5268,32382,14.90210962,38.1,LINCOLN MEDICAL & MENTAL HEALTH CENTER,10451,1.3,5,4,91,Star Ratings,BRONX,NY,0.26,0.04395604400000001
1004,9074,638 - DIABETES W CC,330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NY - White Plains,14,33526.79,8431.21,7393.93,42.9538,-75.5268,32382,14.90210962,38.1,MONTEFIORE MOUNT VERNON HOSPITAL,10550,1.3,5,4,91,Star Ratings,MOUNT VERNON,NY,0.26,0.04395604400000001
1005,9075,638 - DIABETES W CC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,14905,NY - Elmira,30,17131.97,5799.87,4693.4,42.9538,-75.5268,32382,14.90210962,38.1,ARNOT OGDEN MEDICAL CENTER,14905,2.3,5,26,91,Star Ratings,ELMIRA,NY,0.46,0.28571428600000004
1006,9076,638 - DIABETES W CC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,NY - Albany,13,13162.38,5047.85,4039.85,42.9538,-75.5268,32382,14.90210962,38.1,COLUMBIA MEMORIAL HOSPITAL,12534,2.3,5,27,91,Star Ratings,HUDSON,NY,0.46,0.296703297
1007,9077,638 - DIABETES W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10065,NY - Manhattan,118,55153.26,11270.36,9236.72,42.9538,-75.5268,32382,14.90210962,38.1,NEW YORK-PRESBYTERIAN HOSPITAL,10021,2.4,5,29,91,Star Ratings,NEW YORK,NY,0.48,0.31868131899999996
1008,9078,638 - DIABETES W CC,330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217,NY - Buffalo,15,15853.27,5352.13,4390.8,42.9538,-75.5268,32382,14.90210962,38.1,KENMORE MERCY HOSPITAL,14217,3.3,5,51,91,Star Ratings,KENMORE,NY,0.66,0.56043956
1009,9079,638 - DIABETES W CC,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,NY - Buffalo,12,9308.33,6031.92,3647.58,42.9538,-75.5268,32382,14.90210962,38.1,OLEAN GENERAL HOSPITAL,14760,2.8,5,38,91,Star Ratings,OLEAN,NY,0.56,0.41758241799999996
1010,9080,638 - DIABETES W CC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,10960,NJ - Hackensack,13,38228.85,7349.69,5033.15,42.9538,-75.5268,32382,14.90210962,38.1,NYACK HOSPITAL,10960,1.8,5,17,91,Star Ratings,NYACK,NY,0.36,0.186813187
1011,9081,638 - DIABETES W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NY - East Long Island,67,60592.9,9234.13,6975.04,42.9538,-75.5268,32382,14.90210962,38.1,NORTH SHORE UNIVERSITY HOSPITAL,11030,2.7,5,35,91,Star Ratings,MANHASSET,NY,0.54,0.384615385
1012,9082,638 - DIABETES W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,11901,NY - East Long Island,29,45502.86,7713.72,6082.66,42.9538,-75.5268,32382,14.90210962,38.1,PECONIC BAY MEDICAL CENTER,11901,1.8,5,15,91,Star Ratings,RIVERHEAD,NY,0.36,0.164835165
1013,9083,638 - DIABETES W CC,330115,ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,NY,13421,NY - Syracuse,15,13841.2,6035.8,4308.4,42.9538,-75.5268,32382,14.90210962,38.1,ONEIDA HEALTHCARE CENTER,13421,3.3,5,51,91,Star Ratings,ONEIDA,NY,0.66,0.56043956
1014,9084,638 - DIABETES W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,27,48992.33,9920.44,7598.41,42.9538,-75.5268,32382,14.90210962,38.1,LENOX HILL HOSPITAL,10021,2.0,5,21,91,Star Ratings,NEW YORK,NY,0.4,0.23076923100000002
1015,9085,638 - DIABETES W CC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,14621,NY - Rochester,37,11901.0,6341.32,5033.92,42.9538,-75.5268,32382,14.90210962,38.1,ROCHESTER GENERAL HOSPITAL,14621,3.0,5,44,91,Star Ratings,ROCHESTER,NY,0.6,0.48351648399999997
1016,9086,638 - DIABETES W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,49,35303.88,6526.29,5212.65,42.9538,-75.5268,32382,14.90210962,38.1,ORANGE REGIONAL MEDICAL CENTER,10940,2.9,5,42,91,Star Ratings,MIDDLETOWN,NY,0.58,0.46153846200000004
1017,9087,638 - DIABETES W CC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,NY - Bronx,19,25993.05,14863.32,12767.05,42.9538,-75.5268,32382,14.90210962,38.1,JACOBI MEDICAL CENTER,10461,1.5,5,9,91,Star Ratings,BRONX,NY,0.3,0.098901099
1018,9088,638 - DIABETES W CC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NY - East Long Island,13,33177.0,14617.92,12802.38,42.9538,-75.5268,32382,14.90210962,38.1,ELMHURST HOSPITAL CENTER,11373,1.3,5,4,91,Star Ratings,ELMHURST,NY,0.26,0.04395604400000001
1019,9090,638 - DIABETES W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,13203,NY - Syracuse,36,18606.25,6207.39,4697.69,42.9538,-75.5268,32382,14.90210962,38.1,ST JOSEPH'S HOSPITAL HEALTH CENTER,13203,3.0,5,44,91,Star Ratings,SYRACUSE,NY,0.6,0.48351648399999997
1020,9091,638 - DIABETES W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,NY - East Long Island,26,38543.5,7262.19,5527.81,42.9538,-75.5268,32382,14.90210962,38.1,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,11772,1.7,5,13,91,Star Ratings,PATCHOGUE,NY,0.34,0.14285714300000002
1021,9092,638 - DIABETES W CC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,NY - Albany,20,22296.05,6068.65,5027.4,42.9538,-75.5268,32382,14.90210962,38.1,ELLIS HOSPITAL,12308,2.5,5,32,91,Star Ratings,SCHENECTADY,NY,0.5,0.35164835200000005
1022,9093,638 - DIABETES W CC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,NY - Syracuse,24,17598.96,8065.08,6960.54,42.9538,-75.5268,32382,14.90210962,38.1,SAMARITAN MEDICAL CENTER,13601,2.9,5,41,91,Star Ratings,WATERTOWN,NY,0.58,0.450549451
1023,9094,638 - DIABETES W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,NJ - Ridgewood,23,60155.09,7576.65,5510.74,42.9538,-75.5268,32382,14.90210962,38.1,GOOD SAMARITAN HOSPITAL OF SUFFERN,10901,1.3,5,5,91,Star Ratings,SUFFERN,NY,0.26,0.054945055
1024,9095,638 - DIABETES W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,41,30240.54,8965.76,7262.98,42.9538,-75.5268,32382,14.90210962,38.1,STATEN ISLAND UNIVERSITY HOSPITAL,10305,1.9,5,20,91,Star Ratings,STATEN ISLAND,NY,0.38,0.21978022
1025,9096,638 - DIABETES W CC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,14620,NY - Rochester,23,10405.26,6335.48,4837.52,42.9538,-75.5268,32382,14.90210962,38.1,HIGHLAND HOSPITAL,14620,3.6,5,59,91,Star Ratings,ROCHESTER,NY,0.72,0.648351648
1026,9097,638 - DIABETES W CC,330167,NYU WINTHROP HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,NY - East Long Island,39,60541.67,8450.1,7000.18,42.9538,-75.5268,32382,14.90210962,38.1,WINTHROP-UNIVERSITY HOSPITAL,11501,2.8,5,40,91,Star Ratings,MINEOLA,NY,0.56,0.43956044
1027,9098,638 - DIABETES W CC,330169,MOUNT SINAI BETH ISRAEL,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,55,44684.84,10509.44,8441.35,42.9538,-75.5268,32382,14.90210962,38.1,BETH ISRAEL MEDICAL CENTER,10003,2.0,5,21,91,Star Ratings,NEW YORK,NY,0.4,0.23076923100000002
1028,9099,638 - DIABETES W CC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,12180,NY - Albany,30,15142.3,5551.33,3934.73,42.9538,-75.5268,32382,14.90210962,38.1,SAMARITAN HOSPITAL,12180,1.3,5,4,91,Star Ratings,TROY,NY,0.26,0.04395604400000001
1029,9101,638 - DIABETES W CC,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx,18,31314.11,8756.22,6974.0,42.9538,-75.5268,32382,14.90210962,38.1,MONTEFIORE NEW ROCHELLE HOSPITAL,10802,2.2,5,24,91,Star Ratings,NEW ROCHELLE,NY,0.44,0.263736264
1030,9102,638 - DIABETES W CC,330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,34,40870.76,7175.26,6039.03,42.9538,-75.5268,32382,14.90210962,38.1,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,11777,4.0,5,72,91,Star Ratings,PORT JEFFERSON,NY,0.8,0.791208791
1031,9103,638 - DIABETES W CC,330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,5300 MILITARY ROAD,LEWISTON,NY,14092,NY - Buffalo,11,8857.45,8268.09,4910.18,42.9538,-75.5268,32382,14.90210962,38.1,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,14092,2.9,5,41,91,Star Ratings,LEWISTON,NY,0.58,0.450549451
1032,9104,638 - DIABETES W CC,330191,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany,26,27737.92,5111.46,4106.69,42.9538,-75.5268,32382,14.90210962,38.1,GLENS FALLS HOSPITAL,12801,3.3,5,51,91,Star Ratings,GLENS FALLS,NY,0.66,0.56043956
1033,9106,638 - DIABETES W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,35,30655.51,11518.8,9603.77,42.9538,-75.5268,32382,14.90210962,38.1,MAIMONIDES MEDICAL CENTER,11219,1.3,5,4,91,Star Ratings,BROOKLYN,NY,0.26,0.04395604400000001
1034,9108,638 - DIABETES W CC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,23,41458.65,11093.35,9631.87,42.9538,-75.5268,32382,14.90210962,38.1,CONEY ISLAND HOSPITAL,11235,1.7,5,12,91,Star Ratings,BROOKLYN,NY,0.34,0.131868132
1035,9109,638 - DIABETES W CC,330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,VT - Burlington,14,12553.93,5963.29,5119.29,42.9538,-75.5268,32382,14.90210962,38.1,CANTON-POTSDAM HOSPITAL,13676,2.8,5,40,91,Star Ratings,POTSDAM,NY,0.56,0.43956044
1036,9111,638 - DIABETES W CC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,46,40026.3,9496.89,7498.43,42.9538,-75.5268,32382,14.90210962,38.1,KINGSBROOK JEWISH MEDICAL CENTER,11203,1.3,5,5,91,Star Ratings,BROOKLYN,NY,0.26,0.054945055
1037,9112,638 - DIABETES W CC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,35,34156.66,15916.03,13935.2,42.9538,-75.5268,32382,14.90210962,38.1,KINGS COUNTY HOSPITAL CENTER,11203,1.2,5,3,91,Star Ratings,BROOKLYN,NY,0.24,0.032967033
1038,9113,638 - DIABETES W CC,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse,17,15263.35,7851.65,4183.47,42.9538,-75.5268,32382,14.90210962,38.1,CROUSE HOSPITAL,13210,2.5,5,31,91,Star Ratings,SYRACUSE,NY,0.5,0.340659341
1039,9114,638 - DIABETES W CC,330208,ST JOHN'S RIVERSIDE HOSPITAL,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains,23,27050.48,8647.22,7268.7,42.9538,-75.5268,32382,14.90210962,38.1,ST JOHN'S RIVERSIDE HOSPITAL,10701,3.0,5,44,91,Star Ratings,YONKERS,NY,0.6,0.48351648399999997
1040,9115,638 - DIABETES W CC,330214,NYU LANGONE HOSPITALS,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,75,57740.11,11259.43,8632.17,42.9538,-75.5268,32382,14.90210962,38.1,NYU HOSPITALS CENTER,10016,3.0,5,44,91,Star Ratings,NEW YORK,NY,0.6,0.48351648399999997
1041,9116,638 - DIABETES W CC,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo,29,15392.72,10731.69,7172.86,42.9538,-75.5268,32382,14.90210962,38.1,ERIE COUNTY MEDICAL CENTER,14215,2.1,5,23,91,Star Ratings,BUFFALO,NY,0.42,0.252747253
1042,9117,638 - DIABETES W CC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,29,14900.69,11452.97,9668.28,42.9538,-75.5268,32382,14.90210962,38.1,WYCKOFF HEIGHTS MEDICAL CENTER,11237,1.1,5,2,91,Star Ratings,BROOKLYN,NY,0.22,0.021978022000000003
1043,9118,638 - DIABETES W CC,330222,SARATOGA HOSPITAL,211 CHURCH STREET,SARATOGA SPRINGS,NY,12866,NY - Albany,16,27592.5,5119.56,3878.75,42.9538,-75.5268,32382,14.90210962,38.1,SARATOGA HOSPITAL,12866,3.8,5,66,91,Star Ratings,SARATOGA SPRINGS,NY,0.76,0.725274725
1044,9119,638 - DIABETES W CC,330226,UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester,20,14065.95,6551.3,5478.1,42.9538,-75.5268,32382,14.90210962,38.1,UNITY HOSPITAL OF ROCHESTER,14626,2.8,5,40,91,Star Ratings,ROCHESTER,NY,0.56,0.43956044
1045,9120,638 - DIABETES W CC,330231,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island,21,26969.57,14418.19,12805.62,42.9538,-75.5268,32382,14.90210962,38.1,QUEENS HOSPITAL CENTER,11432,2.2,5,25,91,Star Ratings,JAMAICA,NY,0.44,0.274725275
1046,9121,638 - DIABETES W CC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,14,23093.43,12914.71,10716.43,42.9538,-75.5268,32382,14.90210962,38.1,BROOKDALE HOSPITAL MEDICAL CENTER,11212,1.0,5,1,91,Star Ratings,BROOKLYN,NY,0.2,0.010989011000000002
1047,9122,638 - DIABETES W CC,330234,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains,35,88505.57,11648.46,10175.46,42.9538,-75.5268,32382,14.90210962,38.1,WESTCHESTER MEDICAL CENTER,10595,1.2,5,3,91,Star Ratings,VALHALLA,NY,0.24,0.032967033
1048,9123,638 - DIABETES W CC,330235,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,NY - Syracuse,15,16492.53,6090.33,5216.73,42.9538,-75.5268,32382,14.90210962,38.1,AUBURN COMMUNITY HOSPITAL,13021,1.8,5,15,91,Star Ratings,AUBURN,NY,0.36,0.164835165
1049,9124,638 - DIABETES W CC,330236,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,51,28499.0,9643.67,7853.49,42.9538,-75.5268,32382,14.90210962,38.1,NEW YORK METHODIST HOSPITAL,11215,1.8,5,15,91,Star Ratings,BROOKLYN,NY,0.36,0.164835165
1050,9125,638 - DIABETES W CC,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,DANSVILLE,NY,14437,NY - Rochester,12,8332.5,5674.17,4689.5,42.9538,-75.5268,32382,14.90210962,38.1,NICHOLAS H NOYES MEMORIAL HOSPITAL,14437,2.9,5,41,91,Star Ratings,DANSVILLE,NY,0.58,0.450549451
1051,9126,638 - DIABETES W CC,330239,UPMC CHAUTAUQUA WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701,PA - Erie,12,6762.17,5211.67,3905.0,42.9538,-75.5268,32382,14.90210962,38.1,WOMAN'S CHRISTIAN ASSOCIATION,14701,1.6,5,10,91,Star Ratings,JAMESTOWN,NY,0.32,0.10989011
1052,9127,638 - DIABETES W CC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,11,18812.73,14696.64,13130.0,42.9538,-75.5268,32382,14.90210962,38.1,HARLEM HOSPITAL CENTER,10037,1.1,5,2,91,Star Ratings,NEW YORK,NY,0.22,0.021978022000000003
1053,9128,638 - DIABETES W CC,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse,60,33694.37,8362.9,5726.37,42.9538,-75.5268,32382,14.90210962,38.1,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,13210,2.6,5,34,91,Star Ratings,SYRACUSE,NY,0.52,0.373626374
1054,9129,638 - DIABETES W CC,330245,ST ELIZABETH MEDICAL CENTER,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira,26,20104.73,5842.46,4529.23,42.9538,-75.5268,32382,14.90210962,38.1,ST ELIZABETH MEDICAL CENTER,13501,2.8,5,39,91,Star Ratings,UTICA,NY,0.56,0.428571429
1055,9130,638 - DIABETES W CC,330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island,11,57950.09,7157.36,6281.0,42.9538,-75.5268,32382,14.90210962,38.1,ST CHARLES HOSPITAL,11777,2.8,5,40,91,Star Ratings,PORT JEFFERSON,NY,0.56,0.43956044
1056,9131,638 - DIABETES W CC,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington,36,31364.39,7822.81,6354.72,42.9538,-75.5268,32382,14.90210962,38.1,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,12901,3.1,5,45,91,Star Ratings,PLATTSBURGH,NY,0.62,0.494505495
1057,9132,638 - DIABETES W CC,330259,MERCY MEDICAL CENTER,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570,NY - East Long Island,29,42317.24,6796.0,5867.86,42.9538,-75.5268,32382,14.90210962,38.1,MERCY MEDICAL CENTER,11570,2.7,5,35,91,Star Ratings,ROCKVILLE CENTRE,NY,0.54,0.384615385
1058,9133,638 - DIABETES W CC,330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,30,34085.87,6622.83,5880.8,42.9538,-75.5268,32382,14.90210962,38.1,ST LUKE'S CORNWALL HOSPITAL,12550,1.9,5,20,91,Star Ratings,NEWBURGH,NY,0.38,0.21978022
1059,9134,638 - DIABETES W CC,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,24,30619.29,6354.75,5485.58,42.9538,-75.5268,32382,14.90210962,38.1,HUDSON VALLEY HOSPITAL CENTER,10567,3.7,5,62,91,Star Ratings,CORTLANDT MANOR,NY,0.74,0.6813186809999999
1060,9135,638 - DIABETES W CC,330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,18,15621.5,5408.22,4392.44,42.9538,-75.5268,32382,14.90210962,38.1,PUTNAM HOSPITAL CENTER,10512,4.2,5,75,91,Star Ratings,CARMEL,NY,0.84,0.8241758240000001
1061,9137,638 - DIABETES W CC,330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo,23,17584.7,5940.22,4784.35,42.9538,-75.5268,32382,14.90210962,38.1,MERCY HOSPITAL,14220,2.0,5,21,91,Star Ratings,BUFFALO,NY,0.4,0.23076923100000002
1062,9138,638 - DIABETES W CC,330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester,44,14655.61,9230.32,7472.34,42.9538,-75.5268,32382,14.90210962,38.1,STRONG MEMORIAL HOSPITAL,14642,3.5,5,58,91,Star Ratings,ROCHESTER,NY,0.7,0.6373626370000001
1063,9139,638 - DIABETES W CC,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island,74,51347.96,7309.2,5936.04,42.9538,-75.5268,32382,14.90210962,38.1,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,11795,2.2,5,24,91,Star Ratings,WEST ISLIP,NY,0.44,0.263736264
1064,9141,638 - DIABETES W CC,330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,NY - Rochester,16,9266.19,5858.88,4959.38,42.9538,-75.5268,32382,14.90210962,38.1,CAYUGA MEDICAL CENTER AT ITHACA,14850,3.7,5,62,91,Star Ratings,ITHACA,NY,0.74,0.6813186809999999
1065,9142,638 - DIABETES W CC,330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island,11,27280.09,8153.82,5254.73,42.9538,-75.5268,32382,14.90210962,38.1,PLAINVIEW HOSPITAL,11803,1.9,5,20,91,Star Ratings,PLAINVIEW,NY,0.38,0.21978022
1066,9143,638 - DIABETES W CC,330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island,31,39953.55,6071.68,4801.42,42.9538,-75.5268,32382,14.90210962,38.1,ST JOSEPH HOSPITAL,11714,1.3,5,5,91,Star Ratings,BETHPAGE,NY,0.26,0.054945055
1067,9144,638 - DIABETES W CC,330340,UNIVERSITY HOSPITAL -  STONY BROOK SOUTHAMPTON,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island,20,28990.8,9285.65,7504.65,42.9538,-75.5268,32382,14.90210962,38.1,SOUTHAMPTON HOSPITAL,11968,2.7,5,36,91,Star Ratings,SOUTHAMPTON,NY,0.54,0.395604396
1068,9145,638 - DIABETES W CC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,28,31322.46,16565.39,10859.86,42.9538,-75.5268,32382,14.90210962,38.1,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),11203,1.4,5,7,91,Star Ratings,BROOKLYN,NY,0.28,0.076923077
1069,9149,638 - DIABETES W CC,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island,35,42110.03,12332.54,9136.69,42.9538,-75.5268,32382,14.90210962,38.1,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,11691,1.0,5,1,91,Star Ratings,FAR ROCKAWAY,NY,0.2,0.010989011000000002
1070,9150,638 - DIABETES W CC,330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island,22,39155.95,5970.82,5076.09,42.9538,-75.5268,32382,14.90210962,38.1,ST CATHERINE OF SIENA HOSPITAL,11787,2.5,5,31,91,Star Ratings,SMITHTOWN,NY,0.5,0.340659341
1071,9151,638 - DIABETES W CC,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,39,23683.87,6134.36,4518.03,35.5557,-79.3877,25284,17.0275028,37.6,CAROLINAS MEDICAL CENTER-NORTHEAST,28025,3.7,5,62,91,Star Ratings,CONCORD,NC,0.74,0.6813186809999999
