,DRG Definition,Provider ID,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Hospital Name,Zipcode,Score,Score Range,Rank,Rank Range,Function,City,State_x,Score Percentile,Rank Percentile,Major City,State_y,Population,Population Density,Median Home Value,median Household Income
1134,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,SHAKOPEE,MN,55379,MN - Minneapolis,132,33740.89,13681.68,12129.83,ST FRANCIS REGIONAL MEDICAL CENTER,55379,2.2,3,24,34,Consumer Satisfaction,SHAKOPEE,MN,0.7333333333333334,0.7058823529411765,Shakopee,MN,40416.0,686.0,215600.0,79592.0
1135,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240106,REGIONS HOSPITAL,640 JACKSON STREET,SAINT PAUL,MN,55101,MN - St. Paul,440,45847.78,16987.38,14462.9,REGIONS HOSPITAL,55101,2.0,3,13,34,Consumer Satisfaction,SAINT PAUL,MN,0.6666666666666666,0.38235294117647056,Saint Paul,MN,5592.0,6865.0,163500.0,40300.0
1136,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433,MN - Minneapolis,619,43559.99,14274.22,12141.35,MERCY HOSPITAL,55433,2.0,3,14,34,Consumer Satisfaction,COON RAPIDS,MN,0.6666666666666666,0.4117647058823529,Minneapolis,MN,33613.0,2894.0,165300.0,59258.0
1137,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240132,UNITY HOSPITAL,550 OSBORNE ROAD,FRIDLEY,MN,55432,MN - Minneapolis,50,41834.4,14167.84,12359.28,UNITY HOSPITAL,55432,2.1,3,18,34,Consumer Satisfaction,FRIDLEY,MN,0.7000000000000001,0.5294117647058824,Minneapolis,MN,30027.0,3040.0,172300.0,54910.0
1138,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,911 NORTHLAND DR,PRINCETON,MN,55371,MN - Minneapolis,69,36341.12,15908.97,14035.96,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,55371,2.3,3,28,34,Consumer Satisfaction,PRINCETON,MN,0.7666666666666666,0.8235294117647058,Princeton,MN,16442.0,89.0,169600.0,56497.0
1139,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,MN,56031,MN - Minneapolis,42,37152.52,17403.07,15388.76,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,56031,2.2,3,22,34,Consumer Satisfaction,FAIRMONT,MN,0.7333333333333334,0.6470588235294118,Fairmont,MN,12401.0,79.0,115100.0,47652.0
1140,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240187,HUTCHINSON HEALTH,1095 HIGHWAY 15 SOUTH,HUTCHINSON,MN,55350,MN - Minneapolis,97,44718.08,17548.37,15921.77,HUTCHINSON HEALTH,55350,2.2,3,26,34,Consumer Satisfaction,HUTCHINSON,MN,0.7333333333333334,0.7647058823529411,Hutchinson,MN,18280.0,114.0,157100.0,53249.0
1141,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240207,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337,MN - Minneapolis,434,35918.99,14378.15,11827.65,FAIRVIEW RIDGES HOSPITAL,55337,2.1,3,16,34,Consumer Satisfaction,BURNSVILLE,MN,0.7000000000000001,0.4705882352941176,Burnsville,MN,44356.0,2375.0,207400.0,65372.0
1142,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240210,HEALTHEAST ST JOHN'S HOSPITAL,1575 BEAM AVENUE,MAPLEWOOD,MN,55109,MN - St. Paul,28,56008.43,14249.46,12892.68,HEALTHEAST ST JOHN'S HOSPITAL,55109,1.8,3,6,34,Consumer Satisfaction,MAPLEWOOD,MN,0.6,0.17647058823529413,Saint Paul,MN,31444.0,2686.0,187700.0,51782.0
1143,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,MN - St. Paul,814,48455.32,13983.66,11403.89,HEALTHEAST WOODWINDS HOSPITAL,55125,2.2,3,26,34,Consumer Satisfaction,WOODBURY,MN,0.7333333333333334,0.7647058823529411,Saint Paul,MN,43281.0,2834.0,255900.0,91591.0
1144,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369,MN - Minneapolis,336,41491.28,14847.16,12299.36,MAPLE GROVE HOSPITAL,55369,2.1,3,18,34,Consumer Satisfaction,MAPLE GROVE,MN,0.7000000000000001,0.5294117647058824,Osseo,MN,32524.0,1357.0,215100.0,78965.0
1145,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250001,UNIVERSITY OF MISSISSIPPI MED CENTER,2500 N STATE ST,JACKSON,MS,39216,MS - Jackson,134,44900.96,16546.34,14040.15,UNIVERSITY OF MISSISSIPPI MED CENTER,39216,1.9,3,7,34,Consumer Satisfaction,JACKSON,MS,0.6333333333333333,0.2058823529411765,Jackson,MS,3454.0,1020.0,188800.0,48250.0
1146,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,MS - Jackson,291,34530.84,11238.14,8842.41,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,39216,2.0,3,13,34,Consumer Satisfaction,JACKSON,MS,0.6666666666666666,0.38235294117647056,Jackson,MS,3454.0,1020.0,188800.0,48250.0
1147,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250004,NORTH MISSISSIPPI MEDICAL CENTER,830 S GLOSTER,TUPELO,MS,38801,MS - Tupelo,701,44032.02,12088.03,9931.55,NORTH MISSISSIPPI MEDICAL CENTER,38801,2.1,3,18,34,Consumer Satisfaction,TUPELO,MS,0.7000000000000001,0.5294117647058824,Tupelo,MS,29871.0,395.0,113000.0,39516.0
1148,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250007,MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,MS,39530,MS - Gulfport,51,150442.92,15437.92,9333.02,BILOXI REGIONAL MEDICAL CENTER,39530,1.8,3,3,34,Consumer Satisfaction,BILOXI,MS,0.6,0.08823529411764706,Biloxi,MS,8086.0,784.0,114500.0,29732.0
1149,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250009,MAGNOLIA REGIONAL HEALTH CENTER,611 ALCORN DRIVE,CORINTH,MS,38834,TN - Memphis,246,61179.7,12630.68,10685.65,MAGNOLIA REGIONAL HEALTH CENTER,38834,2.3,3,30,34,Consumer Satisfaction,CORINTH,MS,0.7666666666666666,0.8823529411764706,Corinth,MS,29133.0,133.0,89400.0,34267.0
1150,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250031,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,MS - Jackson,37,101680.0,12049.16,10375.59,RIVER REGION HEALTH SYSTEM,39183,2.1,3,18,34,Consumer Satisfaction,VICKSBURG,MS,0.7000000000000001,0.5294117647058824,Vicksburg,MS,15661.0,62.0,105900.0,41659.0
1151,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250034,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,MS,38655,MS - Oxford,220,37394.08,11757.9,9591.0,BAPTIST MEMORIAL HOSPITAL NORTH MS,38655,1.9,3,7,34,Consumer Satisfaction,OXFORD,MS,0.6333333333333333,0.2058823529411765,Oxford,MS,36699.0,95.0,183700.0,43929.0
1152,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250040,SINGING RIVER HOSPITAL,2809 DENNY AV,PASCAGOULA,MS,39581,AL - Mobile,326,70648.11,11044.13,8759.58,SINGING RIVER HOSPITAL,39581,1.9,3,8,34,Consumer Satisfaction,PASCAGOULA,MS,0.6333333333333333,0.2352941176470588,Pascagoula,MS,11595.0,590.0,99700.0,39050.0
1153,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250042,NORTHWEST MISSISSIPPI MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,TN - Memphis,14,124303.07,12791.36,11481.36,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,38614,1.9,3,9,34,Consumer Satisfaction,CLARKSDALE,MS,0.6333333333333333,0.2647058823529412,Clarksdale,MS,20418.0,82.0,58500.0,26958.0
1154,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250050,OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,39759,MS - Tupelo,73,39133.84,12323.77,11086.01,OCH REGIONAL MEDICAL CENTER,39759,2.1,3,18,34,Consumer Satisfaction,STARKVILLE,MS,0.7000000000000001,0.5294117647058824,Starkville,MS,42108.0,130.0,139400.0,30625.0
1155,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,MS - Hattiesburg,60,32862.93,12172.98,10446.82,SOUTH CENTRAL REG MED CTR,39440,1.9,3,7,34,Consumer Satisfaction,LAUREL,MS,0.6333333333333333,0.2058823529411765,Laurel,MS,21305.0,1079.0,72000.0,29326.0
1156,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,MS - Meridian,221,51444.25,11651.57,9258.85,RUSH FOUNDATION HOSPITAL,39301,2.0,3,13,34,Consumer Satisfaction,MERIDIAN,MS,0.6666666666666666,0.38235294117647056,Meridian,MS,27449.0,98.0,72100.0,30821.0
1157,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250104,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,MS,39301,MS - Meridian,166,44129.82,11225.64,9227.87,ANDERSON REGIONAL MEDICAL CTR,39301,2.1,3,16,34,Consumer Satisfaction,MERIDIAN,MS,0.7000000000000001,0.4705882352941176,Meridian,MS,27449.0,98.0,72100.0,30821.0
1158,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250072,MERIT HEALTH CENTRAL,1850 CHADWICK DR,JACKSON,MS,39204,MS - Jackson,40,145655.78,12405.62,10775.62,MERIT HEALTH CENTRAL,39204,2.0,3,12,34,Consumer Satisfaction,JACKSON,MS,0.6666666666666666,0.35294117647058826,Jackson,MS,19468.0,1437.0,69200.0,25565.0
1159,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250093,BOLIVAR MEDICAL CENTER,901 E SUNFLOWER RD,CLEVELAND,MS,38732,TN - Memphis,21,103158.76,12265.52,10738.95,BOLIVAR MEDICAL CENTER,38732,1.9,3,8,34,Consumer Satisfaction,CLEVELAND,MS,0.6333333333333333,0.2352941176470588,Cleveland,MS,17981.0,226.0,102100.0,33161.0
1160,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250094,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,MS - Hattiesburg,60,96781.03,12051.95,10136.03,WESLEY MEDICAL CENTER,39402,2.0,3,14,34,Consumer Satisfaction,HATTIESBURG,MS,0.6666666666666666,0.4117647058823529,Hattiesburg,MS,37492.0,427.0,183200.0,54592.0
1161,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250096,MERIT HEALTH RANKIN,350 CROSSGATES BLVD,BRANDON,MS,39042,MS - Jackson,16,131377.62,11430.38,9320.62,MERIT HEALTH RANKIN,39042,1.8,3,4,34,Consumer Satisfaction,BRANDON,MS,0.6,0.1176470588235294,Brandon,MS,34198.0,153.0,152800.0,61696.0
1162,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD / PO BOX 1410,GREENWOOD,MS,38930,MS - Jackson,145,31916.43,11564.22,10117.3,GREENWOOD LEFLORE HOSPITAL,38930,2.0,3,13,34,Consumer Satisfaction,GREENWOOD,MS,0.6666666666666666,0.38235294117647056,Greenwood,MS,25297.0,126.0,73700.0,26552.0
1163,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250100,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,2520 5TH ST N,COLUMBUS,MS,39701,MS - Tupelo,294,29799.92,11097.02,9535.74,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,39701,2.0,3,14,34,Consumer Satisfaction,COLUMBUS,MS,0.6666666666666666,0.4117647058823529,Columbus,MS,13997.0,75.0,87200.0,21043.0
1164,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,899,43268.6,10909.66,8720.96,MISSISSIPPI BAPTIST MEDICAL CENTER,39202,2.2,3,24,34,Consumer Satisfaction,JACKSON,MS,0.7333333333333334,0.7058823529411765,Jackson,MS,8411.0,2286.0,152600.0,32411.0
1165,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250123,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,MS,39503,MS - Gulfport,112,104291.79,11661.48,8311.05,GARDEN PARK MEDICAL CENTER,39503,2.0,3,14,34,Consumer Satisfaction,GULFPORT,MS,0.6666666666666666,0.4117647058823529,Gulfport,MS,45309.0,375.0,148300.0,46853.0
1166,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250138,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232,MS - Jackson,212,122952.75,13442.76,10176.91,MERIT HEALTH RIVER OAKS,39232,2.0,3,13,34,Consumer Satisfaction,FLOWOOD,MS,0.6666666666666666,0.38235294117647056,Flowood,MS,7068.0,412.0,196600.0,51750.0
1167,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST PARKWAY,SOUTHAVEN,MS,38671,TN - Memphis,41,41768.56,11886.15,10222.24,BAPTIST MEMORIAL HOSPITAL DESOTO,38671,1.8,3,3,34,Consumer Satisfaction,SOUTHAVEN,MS,0.6,0.08823529411764706,Southaven,MS,35712.0,1610.0,116000.0,50335.0
1168,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,250167,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,TN - Memphis,14,69029.86,11661.29,10639.29,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,38654,2.2,3,24,34,Consumer Satisfaction,OLIVE BRANCH,MS,0.7333333333333334,0.7058823529411765,Olive Branch,MS,45956.0,484.0,173800.0,68998.0
1169,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260001,MERCY HOSPITAL JOPLIN,100 MERCY WAY,JOPLIN,MO,64804,MO - Joplin,43,52504.91,11492.51,9501.58,MERCY HOSPITAL JOPLIN,64804,1.9,3,9,34,Consumer Satisfaction,JOPLIN,MO,0.6333333333333333,0.2647058823529412,Joplin,MO,37521.0,412.0,109800.0,42143.0
1170,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,MO - Joplin,349,57702.44,12608.6,9799.67,FREEMAN HEALTH SYSTEM - FREEMAN WEST,64804,1.8,3,4,34,Consumer Satisfaction,JOPLIN,MO,0.6,0.1176470588235294,Joplin,MO,37521.0,412.0,109800.0,42143.0
1171,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260005,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,MO - St. Louis,80,36111.55,12658.16,10326.04,SSM ST JOSEPH HEALTH CENTER,63301,2.1,3,16,34,Consumer Satisfaction,SAINT CHARLES,MO,0.7000000000000001,0.4705882352941176,Saint Charles,MO,48514.0,549.0,161900.0,52633.0
1172,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260006,MOSAIC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,64506,MO - Kansas City,291,40645.0,16868.95,14553.07,HEARTLAND REGIONAL MEDICAL CENTER,64506,2.1,3,18,34,Consumer Satisfaction,SAINT JOSEPH,MO,0.7000000000000001,0.5294117647058824,Saint Joseph,MO,24030.0,2185.0,161400.0,53908.0
1173,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,2505 MISSION DRIVE,JEFFERSON CITY,MO,65109,MO - Columbia,183,42380.48,11326.54,9234.98,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,65109,2.1,3,16,34,Consumer Satisfaction,JEFFERSON CITY,MO,0.7000000000000001,0.4705882352941176,Jefferson City,MO,38090.0,464.0,141900.0,56501.0
1174,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260015,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST ST,KENNETT,MO,63857,AR - Jonesboro,18,216510.94,14176.72,13021.0,TWIN RIVERS REGIONAL MEDICAL CENTER,63857,1.9,3,7,34,Consumer Satisfaction,KENNETT,MO,0.6333333333333333,0.2058823529411765,Kennett,MO,12956.0,118.0,92000.0,33404.0
1175,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,MO - St. Louis,101,91363.18,16457.31,14435.07,PHELPS COUNTY REGIONAL MEDICAL CENTER,65401,2.1,3,21,34,Consumer Satisfaction,ROLLA,MO,0.7000000000000001,0.6176470588235294,Rolla,MO,32383.0,122.0,120300.0,40751.0
1176,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,MO - St. Louis,483,32717.89,13460.05,11007.39,MERCY HOSPITAL ST LOUIS,63141,2.0,3,12,34,Consumer Satisfaction,SAINT LOUIS,MO,0.6666666666666666,0.35294117647058826,Saint Louis,MO,20593.0,1457.0,373700.0,102708.0
1177,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,MO - St. Louis,314,33262.36,11248.58,9287.85,BARNES-JEWISH WEST COUNTY HOSPITAL,63141,2.0,3,13,34,Consumer Satisfaction,CREVE COEUR,MO,0.6666666666666666,0.38235294117647056,Saint Louis,MO,20593.0,1457.0,373700.0,102708.0
1178,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,MO - Columbia,35,100772.31,18200.49,16928.49,NORTHEAST REGIONAL MEDICAL CENTER,63501,2.0,3,14,34,Consumer Satisfaction,KIRKSVILLE,MO,0.6666666666666666,0.4117647058823529,Kirksville,MO,21532.0,105.0,105400.0,33685.0
1179,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,MO - Columbia,270,66173.23,14972.73,13084.19,HANNIBAL REGIONAL HOSPITAL,63401,2.2,3,26,34,Consumer Satisfaction,HANNIBAL,MO,0.7333333333333334,0.7647058823529411,Hannibal,MO,22067.0,211.0,100200.0,39600.0
1180,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,MO - Kansas City,32,90067.03,14409.75,11418.19,RESEARCH MEDICAL CENTER,64132,1.8,3,5,34,Consumer Satisfaction,KANSAS CITY,MO,0.6,0.14705882352941174,Kansas City,MO,13810.0,1355.0,61200.0,26536.0
1181,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260040,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,MO - Springfield,403,47545.41,13158.67,9880.1,COX MEDICAL CENTERS,65807,1.8,3,3,34,Consumer Satisfaction,SPRINGFIELD,MO,0.6,0.08823529411764706,Springfield,MO,54952.0,2532.0,117200.0,37009.0
1182,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,MO - Kansas City,31,32328.68,18369.23,17093.68,TRUMAN MEDICAL CENTER HOSPITAL HILL,64108,1.8,3,5,34,Consumer Satisfaction,KANSAS CITY,MO,0.6,0.14705882352941174,Kansas City,MO,7584.0,2088.0,160400.0,35521.0
1183,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260050,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,2016 SOUTH MAIN ST,MARYVILLE,MO,64468,MO - Kansas City,22,48018.91,23401.23,17571.64,ST FRANCIS HOSPITAL & HEALTH SERVICES,64468,2.1,3,18,34,Consumer Satisfaction,MARYVILLE,MO,0.7000000000000001,0.5294117647058824,Maryville,MO,16023.0,111.0,121000.0,31243.0
1184,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,MO - St. Louis,163,33282.21,12009.42,10118.84,MERCY HOSPITAL WASHINGTON,63090,2.1,3,18,34,Consumer Satisfaction,WASHINGTON,MO,0.7000000000000001,0.5294117647058824,Washington,MO,21524.0,263.0,175800.0,54120.0
1185,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,MO - Kansas City,39,46232.51,13559.59,11021.0,CAMERON REGIONAL MEDICAL CENTER,64429,1.8,3,3,34,Consumer Satisfaction,CAMERON,MO,0.6,0.08823529411764706,Cameron,MO,13158.0,84.0,123000.0,42946.0
1186,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260059,MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,MO,65536,MO - Springfield,71,31109.93,15511.11,13457.06,MERCY HOSPITAL LEBANON,65536,2.0,3,13,34,Consumer Satisfaction,LEBANON,MO,0.6666666666666666,0.38235294117647056,Lebanon,MO,28874.0,71.0,98000.0,38377.0
1187,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260062,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,MO - Kansas City,126,54405.52,13168.68,9343.56,SAINT LUKES NORTHLAND HOSPITAL,64154,2.0,3,12,34,Consumer Satisfaction,KANSAS CITY,MO,0.6666666666666666,0.35294117647058826,Kansas City,MO,9257.0,665.0,207800.0,53586.0
1188,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260064,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,MEXICO,MO,65265,MO - Columbia,34,35128.71,14351.12,12643.21,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,65265,2.2,3,22,34,Consumer Satisfaction,MEXICO,MO,0.7333333333333334,0.6470588235294118,Mexico,MO,15409.0,68.0,95400.0,44155.0
1189,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260065,MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,MO,65804,MO - Springfield,761,41474.25,11840.32,9940.53,MERCY HOSPITAL SPRINGFIELD,65804,1.9,3,8,34,Consumer Satisfaction,SPRINGFIELD,MO,0.6333333333333333,0.2352941176470588,Springfield,MO,36801.0,2017.0,139900.0,40744.0
1190,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,MO - Columbia,762,35257.45,10456.53,8361.76,BOONE HOSPITAL CENTER,65201,2.2,3,22,34,Consumer Satisfaction,COLUMBIA,MO,0.7333333333333334,0.6470588235294118,Columbia,MO,39417.0,461.0,154600.0,30468.0
1191,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,MO - Columbia,44,185147.14,20803.55,19497.09,MOBERLY REGIONAL MEDICAL CENTER,65270,2.0,3,13,34,Consumer Satisfaction,MOBERLY,MO,0.6666666666666666,0.38235294117647056,Moberly,MO,17681.0,155.0,86800.0,35758.0
1192,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,260077,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,MO - St. Louis,379,26900.62,11399.56,9078.9,ST ANTHONY'S MEDICAL CENTER,63128,1.7,3,2,34,Consumer Satisfaction,SAINT LOUIS,MO,0.5666666666666667,0.05882352941176471,Saint Louis,MO,29356.0,1955.0,211300.0,73440.0
