Provider ID,Hospital name,City,State,Payment,Lower estimate,Higher estimate,Payment category,Value of care display name,Value of care category
150160,ORTHOINDY HOSPITAL,INDIANAPOLIS,IN,"$18,966","$18,627","$19,298",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
150023,UNION HOSPITAL INC,TERRE HAUTE,IN,"$18,438","$17,678","$19,261",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
150057,FRANCISCAN HEALTH MOORESVILLE,MOORESVILLE,IN,"$15,685","$13,487","$18,151",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161317,COMPASS MEMORIAL HEALTHCARE,MARENGO,IA,"$23,244","$20,384","$26,199",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,ANGOLA,IN,"$25,174","$21,993","$28,878",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,"$18,103","$17,236","$19,024",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
151319,GIBSON GENERAL HOSPITAL,PRINCETON,IN,"$17,154","$14,738","$19,603",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150058,MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,"$17,536","$16,599","$18,455",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,SULLIVAN,IN,"$17,270","$15,567","$19,017",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161308,FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,"$16,174","$13,868","$18,857",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160110,ALLEN HOSPITAL,WATERLOO,IA,"$17,494","$16,367","$18,551",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
160069,MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,"$22,118","$21,071","$23,214",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
150018,ELKHART GENERAL HOSPITAL,ELKHART,IN,"$18,053","$17,003","$19,001",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
151301,ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,"$15,356","$13,298","$17,370",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
150024,ESKENAZI HEALTH,INDIANAPOLIS,IN,"$18,758","$17,186","$20,286",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
151334,SCOTT MEMORIAL HEALTH,SCOTTSBURG,IN,"$16,654","$15,055","$18,246",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
141336,ST JOSEPH'S HOSPITAL,HIGHLAND,IL,"$19,491","$17,143","$22,018",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,"$15,217","$14,532","$15,929",Less Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Lower Payment
160124,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,"$15,606","$13,661","$17,974",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
141324,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,ELDORADO,IL,"$14,747","$13,270","$16,280",Less Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Lower Payment
150048,REID HEALTH,RICHMOND,IN,"$16,791","$15,984","$17,651",No Different Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Average Payment
150046,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,"$24,899","$22,986","$26,967",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
141347,CARLINVILLE AREA HOSPITAL,CARLINVILLE,IL,"$17,258","$15,274","$19,446",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160064,MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,"$26,951","$25,229","$28,855",Greater Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Higher Payment
160016,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,"$23,474","$21,672","$25,416",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
171336,NESS COUNTY HOSPITAL DISTRICT #2,NESS CITY,KS,"$16,981","$14,427","$19,610",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150165,FRANCISCAN HEALTH MUNSTER,MUNSTER,IN,"$24,171","$21,180","$27,786",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
141323,MASSAC MEMORIAL HOSPITAL,METROPOLIS,IL,"$15,480","$13,459","$17,918",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,WASHINGTON,IA,"$17,380","$15,198","$19,868",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,"$19,224","$18,770","$19,683",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
141337,PERRY MEMORIAL HOSPITAL,PRINCETON,IL,"$26,001","$22,561","$29,770",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
151323,PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,IN,"$15,219","$13,086","$17,352",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
160032,SKIFF MEDICAL CENTER,NEWTON,IA,"$18,613","$17,224","$20,078",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
150048,REID HEALTH,RICHMOND,IN,"$21,253","$20,621","$21,942",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
150061,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,"$19,273","$16,826","$22,055",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
151304,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,"$17,347","$15,042","$20,147",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,"$17,599","$16,364","$18,820",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,"$18,165","$17,487","$18,856",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150048,REID HEALTH,RICHMOND,IN,"$17,994","$17,200","$18,814",No Different Than the National Average Payment,Value of Care Pneumonia measure,Better Mortality and Average Payment
150004,FRANCISCAN HEALTH HAMMOND,HAMMOND,IN,"$19,915","$18,388","$21,439",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
150011,MARION GENERAL HOSPITAL,MARION,IN,"$16,569","$15,473","$17,677",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160029,MERCY HOSPITAL,IOWA CITY,IA,"$22,328","$20,499","$24,215",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
141351,CLAY COUNTY HOSPITAL,FLORA,IL,"$15,114","$13,865","$16,322",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
160008,UNITYPOINT HEALTH - KEOKUK,KEOKUK,IA,"$18,084","$15,804","$20,617",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160028,CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,"$17,379","$16,827","$17,996",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
170197,KANSAS MEDICAL CENTER LLC,ANDOVER,KS,"$18,462","$16,374","$20,519",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150104,WITHAM HEALTH SERVICES,LEBANON,IN,"$17,175","$15,796","$18,523",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150150,DUPONT HOSPITAL LLC,FORT WAYNE,IN,"$19,117","$16,802","$21,439",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,IN,"$23,388","$22,322","$24,450",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
151310,"PARKVIEW WABASH HOSPITAL, INC",WABASH,IN,"$17,755","$15,592","$20,194",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
141336,ST JOSEPH'S HOSPITAL,HIGHLAND,IL,"$22,385","$20,274","$24,521",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
161324,GEORGE C GRAPE COMMUNITY HOSPITAL,HAMBURG,IA,"$26,073","$22,918","$29,330",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
150009,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,"$19,680","$18,667","$20,620",Greater Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Higher Payment
141327,WABASH GENERAL HOSPITAL 1,MOUNT CARMEL,IL,"$15,612","$13,583","$17,864",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160080,MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,"$24,270","$22,042","$26,880",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
151320,IU HEALTH JAY,PORTLAND,IN,"$16,036","$13,919","$18,426",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161308,FRANKLIN GENERAL HOSPITAL,HAMPTON,IA,"$18,384","$15,691","$21,030",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
160124,LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,"$15,520","$13,811","$17,305",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
150158,IU HEALTH WEST HOSPITAL,AVON,IN,"$21,196","$20,108","$22,365",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
150157,ST VINCENT CARMEL HOSPITAL INC,CARMEL,IN,"$16,680","$14,671","$18,925",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160117,FINLEY HOSPITAL,DUBUQUE,IA,"$23,288","$22,265","$24,354",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
150056,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,"$19,216","$18,288","$20,114",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,LAFAYETTE,IN,"$23,018","$21,482","$24,776",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
160101,BROADLAWNS MEDICAL CENTER,DES MOINES,IA,"$19,244","$17,441","$21,277",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
141325,OSF SAINT LUKES MEDICAL CENTER,KEWANEE,IL,"$18,445","$16,457","$20,537",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
160047,METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,"$18,287","$16,695","$19,898",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
160016,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,"$25,964","$23,879","$28,350",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
160028,CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,"$24,289","$21,718","$27,248",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
161304,CHI HEALTH  - MERCY CORNING,CORNING,IA,"$17,122","$14,571","$19,566",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
161306,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,"$18,764","$16,612","$20,909",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
160117,FINLEY HOSPITAL,DUBUQUE,IA,"$17,962","$16,569","$19,310",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,HARRODSBURG,KY,"$16,021","$14,274","$17,640",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,KY,"$17,690","$16,918","$18,441",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180088,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,LOUISVILLE,KY,"$19,098","$18,619","$19,606",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171373,ALLEN COUNTY REGIONAL HOSPITAL,IOLA,KS,"$22,346","$20,312","$24,399",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171345,PAWNEE VALLEY COMMUNITY HOSPITAL,LARNED,KS,"$21,217","$18,161","$24,803",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,"$16,244","$14,099","$18,678",No Different Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Average Payment
180018,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,KY,"$25,736","$23,263","$28,549",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180011,SAINT JOSEPH LONDON,LONDON,KY,"$23,001","$21,471","$24,665",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
180079,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,"$25,594","$22,423","$29,102",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180079,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,"$17,722","$15,389","$20,379",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161366,SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,"$15,701","$13,324","$18,010",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180066,LOGAN MEMORIAL HOSPITAL,RUSSELLVILLE,KY,"$16,968","$15,039","$19,111",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161372,BOONE COUNTY HOSPITAL,BOONE,IA,"$17,051","$15,092","$18,871",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180127,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,"$20,849","$18,920","$23,006",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,"$16,609","$15,453","$17,915",No Different Than the National Average Payment,Value of Care Heart Failure measur,Worse Mortality and Average Payment
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,"$18,785","$16,423","$21,396",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170197,KANSAS MEDICAL CENTER LLC,ANDOVER,KS,"$17,604","$17,087","$18,143",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
180011,SAINT JOSEPH LONDON,LONDON,KY,"$16,749","$15,624","$17,929",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170188,KANSAS CITY ORTHOPAEDIC INSTITUTE,LEAWOOD,KS,"$19,471","$19,017","$19,980",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
161373,RINGGOLD COUNTY HOSPITAL,MOUNT AYR,IA,"$15,134","$13,094","$17,663",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,LOUISVILLE,KY,"$18,960","$18,170","$19,750",Greater Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Higher Payment
191317,JACKSON PARISH HOSPITAL,JONESBORO,LA,"$18,998","$16,550","$21,514",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,LYONS,KS,"$20,275","$17,476","$22,709",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171370,GOODLAND REGIONAL MEDICAL CENTER,GOODLAND,KS,"$16,046","$13,821","$18,577",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171315,NEMAHA VALLEY COMMUNITY HOSPITAL,SENECA,KS,"$22,386","$19,767","$24,945",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,LA,"$21,239","$19,065","$23,514",Less Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Lower Payment
180002,WHITESBURG ARH HOSPITAL,WHITESBURG,KY,"$16,806","$15,646","$17,983",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170049,OLATHE MEDICAL CENTER,OLATHE,KS,"$17,390","$16,379","$18,491",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",COFFEYVILLE,KS,"$20,139","$18,593","$21,798",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
181323,OHIO COUNTY HOSPITAL,HARTFORD,KY,"$14,611","$12,939","$16,294",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,"$16,829","$15,938","$17,750",Less Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Lower Payment
171367,GOVE COUNTY MEDICAL CENTER,QUINTER,KS,"$20,760","$18,306","$23,112",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171348,NORTON COUNTY HOSPITAL,NORTON,KS,"$16,102","$13,661","$18,563",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171371,CLAY COUNTY MEDICAL CENTER,CLAY CENTER,KS,"$18,300","$16,118","$20,773",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161379,MAHASKA  HEALTH PARTNERSHIP,OSKALOOSA,IA,"$14,861","$13,170","$16,786",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",COFFEYVILLE,KS,"$16,219","$14,731","$17,712",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,"$15,012","$13,545","$16,364",Less Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Lower Payment
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,"$18,757","$17,800","$19,741",No Different Than the National Average Payment,Value of Care Pneumonia measure,Worse Mortality and Average Payment
180012,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,"$25,751","$23,601","$28,199",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
171342,RUSH COUNTY MEMORIAL HOSPITAL,LA CROSSE,KS,"$16,489","$13,816","$19,280",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,BOWLING GREEN,KY,"$18,058","$16,695","$19,383",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170175,WESTERN PLAINS MEDICAL COMPLEX,DODGE CITY,KS,"$22,936","$20,787","$25,285",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
170012,SALINA REGIONAL HEALTH CENTER,SALINA,KS,"$19,578","$17,955","$21,422",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
180018,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,KY,"$16,895","$15,587","$18,342",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170058,MERCY HOSPITAL-FORT SCOTT,FORT SCOTT,KS,"$16,429","$14,731","$18,066",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180012,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,"$16,588","$15,846","$17,357",No Different Than the National Average Payment,Value of Care Heart Failure measur,Better Mortality and Average Payment
181310,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,"$18,286","$15,648","$21,310",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
181325,JANE TODD CRAWFORD HOSPITAL,GREENSBURG,KY,"$18,675","$16,626","$20,772",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170074,GEARY COMMUNITY HOSPITAL,JUNCTION CITY,KS,"$19,102","$17,626","$20,752",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,DENISON,IA,"$15,460","$13,794","$17,270",Less Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Lower Payment
180045,ST ELIZABETH FLORENCE,FLORENCE,KY,"$18,989","$17,783","$20,247",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,WA KEENEY,KS,"$21,376","$19,139","$23,583",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
180046,BOURBON COMMUNITY HOSPITAL,PARIS,KY,"$16,126","$13,869","$18,821",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
171379,MORRIS COUNTY HOSPITAL,COUNCIL GROVE,KS,"$17,460","$15,034","$20,253",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180053,FLEMING COUNTY HOSPITAL,FLEMINGSBURG,KY,"$16,456","$14,474","$18,646",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
170175,WESTERN PLAINS MEDICAL COMPLEX,DODGE CITY,KS,"$16,915","$15,294","$18,594",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,GREAT BEND,KS,"$22,266","$21,521","$23,029",Greater Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Higher Payment
171363,"COMMUNITY MEMORIAL HEALTHCARE, INC",MARYSVILLE,KS,"$17,081","$14,910","$19,680",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
181314,THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,KY,"$15,926","$13,504","$18,375",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
171328,OTTAWA COUNTY HEALTH CENTER,MINNEAPOLIS,KS,"$20,570","$17,477","$23,763",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,"$22,430","$20,923","$24,070",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,"$23,641","$20,909","$26,743",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180035,ST ELIZABETH MEDICAL CENTER NORTH,EDGEWOOD,KY,"$18,771","$17,881","$19,653",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
170197,KANSAS MEDICAL CENTER LLC,ANDOVER,KS,"$20,037","$18,497","$21,734",Greater Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Higher Payment
170075,"MERCY HOSPITAL, INC",MOUNDRIDGE,KS,"$14,951","$12,921","$17,163",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
170182,MENORAH MEDICAL CENTER,OVERLAND PARK,KS,"$20,514","$19,881","$21,161",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
170016,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,TOPEKA,KS,"$17,763","$16,702","$18,878",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
191309,HOOD MEMORIAL HOSPITAL,AMITE,LA,"$19,215","$16,103","$22,283",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
180013,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,"$24,992","$23,581","$26,490",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180044,PIKEVILLE MEDICAL CENTER,PIKEVILLE,KY,"$24,791","$23,168","$26,576",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
180025,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,"$16,628","$14,902","$18,491",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180005,HIGHLANDS REGIONAL MEDICAL CENTER,PRESTONSBURG,KY,"$24,748","$21,631","$28,310",No Different Than the National Average Payment,Value of Care Heart Attack measure,Average Mortality and Average Payment
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",WICHITA,KS,"$19,874","$18,978","$20,823",Less Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Lower Payment
181306,METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,KY,"$17,666","$15,062","$20,485",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
161356,HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,IA,"$15,811","$13,855","$18,066",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
180021,SOUTHEASTERN KY MEDICAL CENTER,PINEVILLE,KY,"$13,719","$12,358","$15,360",Less Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Lower Payment
180103,BAPTIST HEALTH LEXINGTON,LEXINGTON,KY,"$19,497","$18,524","$20,440",Greater Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Higher Payment
171384,NEWMAN REGIONAL HEALTH,EMPORIA,KS,"$20,936","$19,315","$22,739",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
161358,WAYNE COUNTY HOSPITAL,CORYDON,IA,"$17,274","$14,906","$20,084",No Different Than the National Average Payment,Value of Care Heart Failure measur,Average Mortality and Average Payment
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,ALEXANDRIA,LA,"$21,880","$21,293","$22,484",No Different Than the National Average Payment,Value of Care hip/knee replacement,Average Complications and Average Payment
180025,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,"$18,263","$16,720","$19,784",No Different Than the National Average Payment,Value of Care Pneumonia measure,Average Mortality and Average Payment
